timestamp,y,y1,z,z1,anomaly_score
2024-04-01 00:00:00,145.0,0.0,0.0,0.0,0.6803618
2024-04-01 00:05:00,144.91680553831824,0.0,0.0,0.0,0.5973473
2024-04-01 00:10:00,144.83407249786677,0.0,0.0,0.0,0.55149066
2024-04-01 00:15:00,144.75179831946622,0.0,0.0,0.0,0.5232802
2024-04-01 00:20:00,144.66998045813116,0.0,0.0,0.0,0.503663
2024-04-01 00:25:00,144.5886163829914,0.0,0.0,0.0,0.48852754
2024-04-01 00:30:00,144.50770357721376,0.0,0.0,0.0,0.4759056
2024-04-01 00:35:00,144.4272395379241,0.0,0.0,0.0,0.46478742
2024-04-01 00:40:00,144.34722177613,0.0,0.0,0.0,0.4546211
2024-04-01 00:45:00,144.26764781664372,0.0,0.0,0.0,0.4450885
2024-04-01 00:50:00,144.1885151980057,0.0,0.0,0.0,0.4359996
2024-04-01 00:55:00,144.10982147240824,0.0,0.0,0.0,0.42723727
2024-04-01 01:00:00,144.03156420562004,0.0,0.0,0.0,0.41872823
2024-04-01 01:05:00,143.95374097691075,0.0,0.0,0.0,0.41042554
2024-04-01 01:10:00,143.87634937897602,0.0,0.0,0.0,0.40229878
2024-04-01 01:15:00,143.7993870178632,0.0,0.0,0.0,0.3943282
2024-04-01 01:20:00,143.72285151289725,0.0,0.0,0.0,0.38650048
2024-04-01 01:25:00,143.64674049660695,0.0,0.0,0.0,0.3788064
2024-04-01 01:30:00,143.5710516146519,0.0,0.0,0.0,0.37123993
2024-04-01 01:35:00,143.49578252574946,0.0,0.0,0.0,0.36379623
2024-04-01 01:40:00,143.42093090160253,0.0,0.0,0.0,0.3564719
2024-04-01 01:45:00,143.3464944268274,0.0,0.0,0.0,0.34926423
2024-04-01 01:50:00,143.27247079888218,0.0,0.0,0.0,0.34217086
2024-04-01 01:55:00,143.19885772799552,0.0,0.0,0.0,0.33518988
2024-04-01 02:00:00,143.12565293709585,0.0,0.0,0.0,0.32831952
2024-04-01 02:05:00,143.05285416174095,0.0,0.0,0.0,0.3215582
2024-04-01 02:10:00,142.98045915004786,0.0,0.0,0.0,0.3149044
2024-04-01 02:15:00,142.90846566262317,0.0,0.0,0.0,0.30835667
2024-04-01 02:20:00,142.83687147249387,0.0,0.0,0.0,0.3019135
2024-04-01 02:25:00,142.7656743650384,0.0,0.0,0.0,0.29557365
2024-04-01 02:30:00,142.6948721379181,0.0,0.0,0.0,0.28933567
