timestamp,active_power_u2,oil_pressure_u2,oil_pump_u2,anomaly_score
2024-04-01 00:00:00,0.0,101.0,0.0,0.0
2024-04-01 00:01:00,0.0,100.33333333333331,0.0,0.007968513660506885
2024-04-01 00:02:00,0.0,99.66666666666669,0.0,0.011357796967144049
2024-04-01 00:03:00,0.0,99.0,0.0,0.010581138912354746
2024-04-01 00:04:00,0.0,98.33333333333331,0.0,0.01101630004441059
2024-04-01 00:05:00,0.0,97.66666666666669,0.0,0.013608340439354867
2024-04-01 00:06:00,0.0,97.0,0.0,0.012308854519181109
2024-04-01 00:07:00,0.0,96.33333333333331,0.0,0.01107431386145996
2024-04-01 00:08:00,0.0,95.66666666666669,0.0,0.08860912575537691
2024-04-01 00:09:00,0.0,95.0,1.0,0.6105650638232123
2024-04-01 00:10:00,0.0,98.0,1.0,0.3152749274729303
2024-04-01 00:11:00,0.0,101.0,0.0,0.8735066781165977
2024-04-01 00:12:00,0.0,100.33333333333331,0.0,0.23636336434127508
2024-04-01 00:13:00,0.0,99.66666666666669,0.0,0.05013461304525712
2024-04-01 00:14:00,0.0,99.0,0.0,0.04101736825511842
2024-04-01 00:15:00,0.0,98.33333333333331,0.0,0.029781700454834546
2024-04-01 00:16:00,0.0,97.66666666666669,0.0,0.021362479427263954
2024-04-01 00:17:00,0.0,97.0,0.0,0.014925740160516517
2024-04-01 00:18:00,0.0,96.33333333333331,0.0,0.0861313834758778
2024-04-01 00:19:00,0.0,95.66666666666669,0.0,0.21470427022258695
2024-04-01 00:20:00,0.0,95.0,1.0,0.6031861923163089
2024-04-01 00:21:00,0.0,98.0,1.0,0.46072244572732257
2024-04-01 00:22:00,0.0,101.0,0.0,0.7715635593520977
2024-04-01 00:23:00,0.0,100.33333333333331,0.0,0.38587439074811025
2024-04-01 00:24:00,0.0,99.66666666666669,0.0,0.15554595843895533
2024-04-01 00:25:00,0.0,99.0,0.0,0.06098782544879752
2024-04-01 00:26:00,0.0,98.33333333333331,0.0,0.05397600492502412
2024-04-01 00:27:00,0.0,97.66666666666669,0.0,0.05571110316117562
2024-04-01 00:28:00,0.0,97.0,0.0,0.036362258772765665
2024-04-01 00:29:00,0.0,96.33333333333331,0.0,0.10477346771399317
2024-04-01 00:30:00,0.0,95.66666666666669,0.0,0.1861425800498754
2024-04-01 00:31:00,0.0,95.0,1.0,0.6553894111422874
2024-04-01 00:32:00,0.0,98.0,1.0,0.5214676322266242
2024-04-01 00:33:00,0.0,101.0,0.0,0.6954670769154485
2024-04-01 00:34:00,0.0,100.33333333333331,0.0,0.4299701590611438
2024-04-01 00:35:00,0.0,99.66666666666669,0.0,0.2229415351945521
2024-04-01 00:36:00,0.0,99.0,0.0,0.07522271902564387
2024-04-01 00:37:00,0.0,98.33333333333331,0.0,0.07598184202691166
2024-04-01 00:38:00,0.0,97.66666666666669,0.0,0.08956193587907053
2024-04-01 00:39:00,0.0,97.0,0.0,0.06280079534840494
2024-04-01 00:40:00,0.0,96.33333333333331,0.0,0.10455310826383708
2024-04-01 00:41:00,0.0,95.66666666666669,0.0,0.22097456566443113
2024-04-01 00:42:00,0.0,95.0,1.0,0.6511522734512069
2024-04-01 00:43:00,0.0,98.0,1.0,0.5077827776902403
2024-04-01 00:44:00,0.0,101.0,0.0,0.5726861490614333
2024-04-01 00:45:00,0.0,100.33333333333331,0.0,0.3561652732558127
2024-04-01 00:46:00,0.0,99.66666666666669,0.0,0.22033074687427712
2024-04-01 00:47:00,0.0,99.0,0.0,0.08981926311458557
2024-04-01 00:48:00,0.0,98.33333333333331,0.0,0.08529140893493443
2024-04-01 00:49:00,0.0,97.66666666666669,0.0,0.08526320672142311
2024-04-01 00:50:00,0.0,97.0,0.0,0.07807341178287223
2024-04-01 00:51:00,0.0,96.33333333333331,0.0,0.12509521597002585
2024-04-01 00:52:00,0.0,95.66666666666669,0.0,0.31945612828215614
2024-04-01 00:53:00,0.0,95.0,1.0,0.6583418874222648
2024-04-01 00:54:00,0.0,98.0,1.0,0.5376445235760455
2024-04-01 00:55:00,0.0,101.0,0.0,0.3560769496062506
2024-04-01 00:56:00,0.0,100.33333333333331,0.0,0.3148282566606615
2024-04-01 00:57:00,0.0,99.66666666666669,0.0,0.21843541070318598
2024-04-01 00:58:00,0.0,99.0,0.0,0.10859073334551897
2024-04-01 00:59:00,0.0,98.33333333333331,0.0,0.10508080062515346
2024-04-01 01:00:00,0.0,97.66666666666669,0.0,0.10356006254745408
2024-04-01 01:01:00,0.0,97.0,0.0,0.09650824237509917
2024-04-01 01:02:00,0.0,96.33333333333331,0.0,0.16316632681602922
2024-04-01 01:03:00,0.0,95.66666666666669,0.0,0.32058663749616434
2024-04-01 01:04:00,0.0,95.0,1.0,0.722067224171175
2024-04-01 01:05:00,0.0,98.0,1.0,0.6818046199744484
2024-04-01 01:06:00,0.0,101.0,0.0,0.3832250242161489
2024-04-01 01:07:00,0.0,100.33333333333331,0.0,0.32982310572376755
2024-04-01 01:08:00,0.0,99.66666666666669,0.0,0.23389043030756046
2024-04-01 01:09:00,0.0,99.0,0.0,0.14024329630354723
2024-04-01 01:10:00,0.0,98.33333333333331,0.0,0.16177282635158927
2024-04-01 01:11:00,0.0,97.66666666666669,0.0,0.20811059873316767
2024-04-01 01:12:00,0.0,97.0,0.0,0.20354304752503327
2024-04-01 01:13:00,0.0,96.33333333333331,0.0,0.19348997673605073
2024-04-01 01:14:00,0.0,95.66666666666669,0.0,0.24224376221024024
2024-04-01 01:15:00,0.0,95.0,1.0,0.6934300992788922
2024-04-01 01:16:00,0.0,98.0,1.0,0.6376622850461893
2024-04-01 01:17:00,0.0,101.0,0.0,0.378058462086067
2024-04-01 01:18:00,0.0,100.33333333333331,0.0,0.23709565033008395
2024-04-01 01:19:00,0.0,99.66666666666669,0.0,0.12335620329635427
2024-04-01 01:20:00,0.0,99.0,0.0,0.07562228733196395
2024-04-01 01:21:00,0.0,98.33333333333331,0.0,0.14178527303123836
2024-04-01 01:22:00,0.0,97.66666666666669,0.0,0.310537615318271
2024-04-01 01:23:00,0.0,97.0,0.0,0.1920010659067333
2024-04-01 01:24:00,0.0,96.33333333333331,0.0,0.19362585745458613
2024-04-01 01:25:00,0.0,95.66666666666669,0.0,0.278655008990725
2024-04-01 01:26:00,0.0,95.0,1.0,0.7434775199150233
2024-04-01 01:27:00,0.0,97.0,1.0,0.5804025161593453
2024-04-01 01:28:00,0.0,99.0,1.0,0.6039679258077485
2024-04-01 01:29:00,0.0,101.0,0.0,0.26290592587784095
2024-04-01 01:30:00,0.0,100.33333333333331,0.0,0.20609757043061377
2024-04-01 01:31:00,0.0,99.66666666666669,0.0,0.24328454944770586
2024-04-01 01:32:00,0.0,99.0,0.0,0.2618346398318381
2024-04-01 01:33:00,0.0,98.33333333333331,0.0,0.13417573665653423
2024-04-01 01:34:00,0.0,97.66666666666669,0.0,0.120082886445233
2024-04-01 01:35:00,0.0,97.0,0.0,0.1695740533078698
2024-04-01 01:36:00,0.0,96.33333333333331,0.0,0.23139380121169492
2024-04-01 01:37:00,0.0,95.66666666666669,0.0,0.22094295177012813
2024-04-01 01:38:00,0.0,95.0,1.0,0.8242091328372602
2024-04-01 01:39:00,0.0,96.2,1.0,0.8255593736550662
2024-04-01 01:40:00,0.0,97.4,1.0,0.743094052297182
2024-04-01 01:41:00,0.0,98.6,1.0,0.697854954344746
2024-04-01 01:42:00,0.0,99.8,1.0,0.7201149029223073
2024-04-01 01:43:00,0.0,101.0,0.0,0.26004647171797685
2024-04-01 01:44:00,0.0,100.33333333333331,0.0,0.17195447926605423
2024-04-01 01:45:00,0.0,99.66666666666669,0.0,0.19195703730709734
2024-04-01 01:46:00,0.0,99.0,0.0,0.1728407591590903
2024-04-01 01:47:00,0.0,98.33333333333331,0.0,0.2433349722802317
2024-04-01 01:48:00,0.0,97.66666666666669,0.0,0.2876649595787522
2024-04-01 01:49:00,0.0,97.0,0.0,0.2863970331838915
2024-04-01 01:50:00,0.0,96.33333333333331,0.0,0.27939679825518854
2024-04-01 01:51:00,0.0,95.66666666666669,0.0,0.3242572117505808
2024-04-01 01:52:00,0.0,95.0,1.0,0.90747313468907
2024-04-01 01:53:00,0.0,95.66666666666669,1.0,0.9999966161597842
2024-04-01 01:54:00,0.0,96.33333333333331,1.0,0.9369935381415722
2024-04-01 01:55:00,0.0,97.0,1.0,0.9127746427135391
2024-04-01 01:56:00,0.0,97.66666666666669,1.0,0.81509584547059
2024-04-01 01:57:00,0.0,98.33333333333331,1.0,0.7611081889519273
2024-04-01 01:58:00,0.0,99.0,1.0,0.7404478625252456
2024-04-01 01:59:00,0.0,99.66666666666669,1.0,0.7419420082752494
2024-04-01 02:00:00,0.0,100.33333333333331,1.0,0.8199658011030203
2024-04-01 02:01:00,0.0,101.0,0.0,0.32501057819601165
2024-04-01 02:02:00,0.0,100.33333333333331,0.0,0.27594315619997584
2024-04-01 02:03:00,0.0,99.66666666666669,0.0,0.1697581597753195
2024-04-01 02:04:00,0.0,99.0,0.0,0.145981303020745
2024-04-01 02:05:00,0.0,98.33333333333331,0.0,0.18472304681111498
2024-04-01 02:06:00,0.0,97.66666666666669,0.0,0.19879621513458473
2024-04-01 02:07:00,0.0,97.0,0.0,0.20551761830295534
2024-04-01 02:08:00,0.0,96.33333333333331,0.0,0.22168132124217324
2024-04-01 02:09:00,0.0,95.66666666666669,0.0,0.26224167549152116
2024-04-01 02:10:00,0.0,95.0,1.0,0.7716938506140159
2024-04-01 02:11:00,0.0,95.42857142857144,1.0,0.7298191616602218
2024-04-01 02:12:00,0.0,95.85714285714286,1.0,0.8609595365289441
2024-04-01 02:13:00,0.0,96.28571428571428,1.0,0.9544023462741598
2024-04-01 02:14:00,0.0,96.71428571428572,1.0,0.9113390282583995
2024-04-01 02:15:00,0.0,97.14285714285714,1.0,0.8787400922590829
2024-04-01 02:16:00,0.0,97.57142857142856,1.0,0.8702622521061077
2024-04-01 02:17:00,0.0,98.0,1.0,0.8862120209749679
2024-04-01 02:18:00,0.0,98.42857142857144,1.0,0.861740117003724
2024-04-01 02:19:00,0.0,98.85714285714286,1.0,0.8919038484927574
2024-04-01 02:20:00,0.0,99.28571428571428,1.0,0.7738370970105736
2024-04-01 02:21:00,0.0,99.71428571428572,1.0,0.7078366119326891
2024-04-01 02:22:00,0.0,100.14285714285714,1.0,0.7596000328151986
2024-04-01 02:23:00,0.0,100.57142857142856,1.0,0.8343845099607082
2024-04-01 02:24:00,0.0,101.0,0.0,0.27078354038372676
2024-04-01 02:25:00,0.0,100.33333333333331,0.0,0.2770859534964045
2024-04-01 02:26:00,0.0,99.66666666666669,0.0,0.22619194051465868
2024-04-01 02:27:00,0.0,99.0,0.0,0.1558079697535441
2024-04-01 02:28:00,0.0,98.33333333333331,0.0,0.16706081251610058
2024-04-01 02:29:00,0.0,97.66666666666669,0.0,0.16032522090426485
2024-04-01 02:30:00,0.0,97.0,0.0,0.21530608243690097
2024-04-01 02:31:00,0.0,96.33333333333331,0.0,0.32125482109809883
2024-04-01 02:32:00,0.0,95.66666666666669,0.0,0.2969983575362253
2024-04-01 02:33:00,0.0,95.0,1.0,0.9223454035417904
2024-04-01 02:34:00,0.0,95.28571428571428,1.0,0.8377583888466755
2024-04-01 02:35:00,0.0,95.57142857142856,1.0,0.8135438160480248
2024-04-01 02:36:00,0.0,95.85714285714286,1.0,0.8578779123078395
2024-04-01 02:37:00,0.0,96.14285714285714,1.0,0.9239835201942769
2024-04-01 02:38:00,0.0,96.42857142857144,1.0,0.9418293898679791
2024-04-01 02:39:00,0.0,96.71428571428572,1.0,0.9669942813228344
2024-04-01 02:40:00,0.0,97.0,1.0,0.8096758934722428
2024-04-01 02:41:00,0.0,97.28571428571428,1.0,0.7626078599233852
2024-04-01 02:42:00,0.0,97.57142857142856,1.0,0.8479877433194156
2024-04-01 02:43:00,0.0,97.85714285714286,1.0,0.94238016096455
2024-04-01 02:44:00,0.0,98.14285714285714,1.0,0.8720980243460159
2024-04-01 02:45:00,0.0,98.42857142857144,1.0,0.8373061078137741
2024-04-01 02:46:00,0.0,98.71428571428572,1.0,0.8521806313165331
2024-04-01 02:47:00,0.0,99.0,1.0,0.897375461842195
2024-04-01 02:48:00,0.0,99.28571428571428,1.0,0.932151330892546
2024-04-01 02:49:00,0.0,99.57142857142856,1.0,0.9270774077450877
2024-04-01 02:50:00,0.0,99.85714285714286,1.0,0.8487088509520969
2024-04-01 02:51:00,0.0,100.14285714285714,1.0,0.8069094490101859
2024-04-01 02:52:00,0.0,100.42857142857144,1.0,0.8000588462953946
2024-04-01 02:53:00,0.0,100.71428571428572,1.0,0.8289801575186235
2024-04-01 02:54:00,0.0,101.0,0.0,0.31017814286835144
2024-04-01 02:55:00,0.0,100.33333333333331,0.0,0.323415561385548
2024-04-01 02:56:00,0.0,99.66666666666669,0.0,0.20729460177480152
2024-04-01 02:57:00,0.0,99.0,0.0,0.18674068568023403
2024-04-01 02:58:00,0.0,98.33333333333331,0.0,0.20676080158653715
2024-04-01 02:59:00,0.0,97.66666666666669,0.0,0.22249179833654462
2024-04-01 03:00:00,0.0,97.0,0.0,0.1879489871756914
2024-04-01 03:01:00,0.0,96.33333333333331,0.0,0.1945088508614004
2024-04-01 03:02:00,0.0,95.66666666666669,0.0,0.219537228839741
2024-04-01 03:03:00,0.0,95.0,1.0,0.8873210597245418
2024-04-01 03:04:00,0.0,95.1818181818182,1.0,0.7894043735293068
