timestamp,active_power_u1,oil_pressure_u1,oil_pump_u1
2023-08-14 08:00:00,0.2000000053333333,0.9384719899451496,0.0
2023-08-14 08:01:00,0.2000000053333333,0.9310984465473128,0.0
2023-08-14 08:02:00,0.2000000053333333,0.9257337591669824,0.0
2023-08-14 08:03:00,0.2000000053333333,0.9227897393263925,0.0
2023-08-14 08:04:00,0.2000000053333333,0.9193550380633667,0.0
2023-08-14 08:05:00,0.2000000053333333,0.9156399614352807,0.0
2023-08-14 08:06:00,0.2000000053333333,0.9130580882011773,0.0
2023-08-14 08:07:00,0.2000000053333333,0.9103593918982991,0.0
2023-08-14 08:08:00,0.2000000053333333,0.907720667714755,0.0
2023-08-14 08:09:00,0.2000000053333333,0.9050165189054,0.0
2023-08-14 08:10:00,0.2000000053333333,0.902508641247524,0.0
2023-08-14 08:11:00,0.2000000053333333,0.9004567502669274,0.0
2023-08-14 08:12:00,0.2000000053333333,0.8986130109554836,0.0
2023-08-14 08:13:00,0.2000000053333333,0.8961780179878556,0.0
2023-08-14 08:14:00,0.2000000053333333,0.8936765620988899,0.0
2023-08-14 08:15:00,0.2000000053333333,0.8917138707561593,0.0
2023-08-14 08:16:00,0.2000000053333333,0.8878408354040151,0.0
2023-08-14 08:17:00,0.2000000053333333,0.8860439008033593,0.0
2023-08-14 08:18:00,0.2000000053333333,0.8836909605682493,0.0
2023-08-14 08:19:00,0.2000000053333333,0.881900423855937,0.0
2023-08-14 08:20:00,0.2000000053333333,0.8802900367414824,0.0
2023-08-14 08:21:00,0.2000000053333333,0.877023467296363,0.0
2023-08-14 08:22:00,0.2000000053333333,0.8751945809862446,0.0
2023-08-14 08:23:00,0.2000000053333333,0.8735044988842113,0.0
2023-08-14 08:24:00,0.2000000053333333,0.8711056631780041,0.0
2023-08-14 08:25:00,0.2000000053333333,0.8695518685228133,0.0
2023-08-14 08:26:00,0.2000000053333333,0.8675074014408332,0.0
2023-08-14 08:27:00,0.2000000053333333,0.8648904845572413,0.0
2023-08-14 08:28:00,0.2000000053333333,0.8632846586757386,0.0
2023-08-14 08:29:00,0.2000000053333333,0.860899699598787,0.0
2023-08-14 08:30:00,0.2000000053333333,0.8592204802574289,0.0
2023-08-14 08:31:00,0.2000000053333333,0.8578129285777765,0.0
2023-08-14 08:32:00,0.2000000053333333,0.8556440503537907,0.0
2023-08-14 08:33:00,0.2000000053333333,0.8532078377144023,0.0
2023-08-14 08:34:00,0.2000000053333333,0.851575008937269,0.0
2023-08-14 08:35:00,0.2000000053333333,0.8834187450291215,1.0
2023-08-14 08:36:00,0.2000000053333333,0.9318448586076807,0.0
2023-08-14 08:37:00,0.2000000053333333,0.9433979478391601,0.0
2023-08-14 08:38:00,0.2000000053333333,0.9330492330370399,0.0
2023-08-14 08:39:00,0.2000000053333333,0.9276964582202673,0.0
2023-08-14 08:40:00,0.2000000053333333,0.9232804133887541,0.0
